,Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
22836,22836,1654756167,-21.3,51.18,1390,417,12961,19381,938.722,2.17,2.25,14.91,2.325,0.053,22836,1
11790,11790,1654745121,14.844,47.07,1032,595,12820,19465,939.092,2.06,2.14,14.2,2.214,0.05,11790,1
13678,13678,1654747009,19.174,53.29,1149,523,12842,19446,938.865,2.2,2.28,15.12,2.358,0.053,13678,1
22281,22281,1654755612,-16.608,47.97,1369,414,12960,19390,938.721,1.82,1.89,12.52,1.952,0.044,22281,1
23393,23393,1654756724,-21.347,53.94,1350,415,12966,19385,938.711,1.65,1.72,11.36,1.772,0.04,23393,1
51268,51268,1654712313,27.15,44.26,76,436,12847,20717,937.574,2.27,2.35,15.6,2.433,0.055,126,0
56843,56843,1654717888,44.98,16.69,699,400,13712,20497,936.694,0.81,0.84,5.55,0.866,0.02,5701,0
19682,19682,1654753013,19.001,53.25,1153,400,12938,19438,938.732,1.72,1.79,11.84,1.847,0.042,19682,1
7134,7134,1654740465,-4.939,56.45,242,400,13129,20019,939.541,0.45,0.47,3.11,0.485,0.011,7134,1
22144,22144,1654755475,-14.924,51.67,1308,400,12971,19403,938.723,1.86,1.93,12.79,1.995,0.045,22144,1
16478,16478,1654749809,12.794,51.51,1132,406,12884,19435,938.736,1.89,1.96,13.0,2.028,0.046,16478,1
585,585,1654733916,25.884,50.93,8,400,12845,19824,939.833,0.22,0.24,1.5,0.252,0.016,585,0
58399,58399,1655125821,-6.736,47.27,117,412,12779,20606,937.407,1.79,1.86,12.29,1.917,0.043,1513,0
53770,53770,1654714815,28.86,42.12,159,431,12771,20556,937.347,2.11,2.19,14.5,2.261,0.051,2628,0
19309,19309,1654752640,20.467,53.36,1195,405,12918,19428,938.677,1.75,1.82,12.04,1.877,0.042,19309,1
12561,12561,1654745892,20.203,47.19,1080,552,12832,19465,938.963,1.87,1.94,12.85,2.004,0.045,12561,1
16173,16173,1654749504,12.261,48.72,1254,442,12863,19410,938.77,1.84,1.92,12.69,1.978,0.045,16173,1
3562,3562,1654736893,4.619,52.41,320,400,13118,19892,939.678,1.29,1.34,8.88,1.384,0.031,3562,1
51834,51834,1654712879,28.91,41.53,76,432,12792,20683,937.51,2.54,2.63,17.45,2.722,0.061,692,0
28101,28101,1654764450,18.86,50.53,165,400,13149,20003,939.671,0.72,0.75,4.94,0.77,0.017,3107,0
1608,1608,1654734939,25.396,49.54,0,400,13137,20049,939.597,0.52,0.54,3.61,0.562,0.013,1608,0
18751,18751,1654752082,20.585,47.3,1268,426,12905,19414,938.71,1.52,1.58,10.48,1.634,0.037,18751,1
11344,11344,1654744675,10.158,53.7,1057,632,12799,19466,939.115,2.12,2.21,14.62,2.28,0.051,11344,1
11011,11011,1654744342,6.43,48.65,1032,659,12797,19476,939.074,2.16,2.24,14.85,2.316,0.052,11011,1
20063,20063,1654753394,16.026,47.79,1256,408,12925,19415,938.745,1.56,1.62,10.75,1.676,0.038,20063,1
23515,23515,1654756846,-20.572,54.06,1410,404,12977,19380,938.698,1.79,1.86,12.34,1.925,0.043,23515,1
16220,16220,1654749551,12.325,47.57,1090,411,12881,19455,938.767,2.23,2.31,15.32,2.389,0.054,16220,1
54088,54088,1654715133,26.08,48.05,173,434,12770,20539,937.395,1.7,1.77,11.71,1.826,0.041,2946,0
55547,55547,1654716592,48.36,26.53,13702,488,12769,19094,936.901,0.71,0.73,4.87,0.759,0.017,4405,0
52732,52732,1654713777,28.38,42.81,90,400,12788,20635,937.408,1.76,1.83,12.14,1.894,0.043,1590,0
10678,10678,1654744009,2.83,53.65,933,659,12793,19497,939.107,2.34,2.44,16.14,2.516,0.057,10678,1
17752,17752,1654751083,17.22,53.42,1159,400,12908,19446,938.688,1.57,1.63,10.77,1.68,0.038,17752,1
61119,61119,1655128541,19.81,33.31,12027,504,12761,19192,936.903,0.4,0.42,2.77,0.432,0.01,4233,0
23564,23564,1654756895,-20.172,53.24,1408,414,12973,19380,938.702,1.72,1.79,11.87,1.851,0.042,23564,1
2999,2999,1654736330,11.61,51.54,180,400,13144,19990,939.65,0.7,0.73,4.85,0.756,0.017,2999,0
10734,10734,1654744065,3.414,52.67,1009,671,12785,19481,939.082,2.44,2.53,16.79,2.618,0.059,10734,1
58480,58480,1655125902,-5.525,42.06,86,400,12789,20639,937.404,1.72,1.79,11.85,1.848,0.042,1594,0
62422,62422,1655129844,-12.28,12.86,2281,400,13537,20082,936.67,0.93,0.97,6.41,1.0,0.023,5536,0
55247,55247,1654716292,33.9,52.59,3281,400,13241,19789,936.903,0.89,0.92,6.13,0.955,0.022,4105,0
6929,6929,1654740260,-5.55,49.4,241,400,13123,20014,939.614,0.62,0.65,4.28,0.667,0.015,6929,1
52412,52412,1654713457,26.16,46.86,74,400,12788,20664,937.458,2.07,2.15,14.24,2.221,0.05,1270,0
52793,52793,1654713838,28.45,42.67,62,400,12798,20654,937.402,1.82,1.9,12.56,1.959,0.044,1651,0
16972,16972,1654750303,14.162,53.45,1143,402,12893,19438,938.776,1.73,1.8,11.94,1.862,0.042,16972,1
51261,51261,1654712306,27.5,42.9,39,429,12852,20749,937.586,2.01,2.09,13.81,2.154,0.049,119,0
57039,57039,1655124461,26.3,39.93,30,413,12849,20753,937.573,2.31,2.4,15.93,2.484,0.056,153,0
14696,14696,1654748027,14.355,53.32,1193,468,12859,19430,938.877,1.71,1.77,11.75,1.832,0.041,14696,1
26850,26850,1654763199,17.51,47.76,95,400,13093,19959,939.598,0.65,0.68,4.48,0.699,0.016,1856,0
2407,2407,1654735738,18.566,53.0,34,400,13192,20121,939.592,1.03,1.07,7.08,1.105,0.025,2407,0
23639,23639,1654756970,-19.456,54.24,1389,415,12973,19381,938.71,1.78,1.85,12.23,1.907,0.043,23639,1
55274,55274,1654716319,36.51,46.05,4925,400,13159,19640,936.918,0.41,0.43,2.85,0.444,0.01,4132,0
13004,13004,1654746335,20.84,52.3,1130,545,12829,19449,938.908,1.93,2.01,13.29,2.072,0.047,13004,1
55604,55604,1654716649,48.86,23.92,22389,654,12685,18909,936.89,0.72,0.75,4.99,0.778,0.018,4462,0
18026,18026,1654751357,18.376,47.36,1155,400,12912,19443,938.723,2.06,2.14,14.15,2.207,0.05,18026,1
4728,4728,1654738059,-6.904,53.4,65,400,13236,20150,939.653,2.35,2.44,16.19,2.525,0.057,4728,1
61755,61755,1655129177,-0.12,31.24,60000,1660,12191,18012,936.878,225.18,233.95,1549.82,241.676,5.458,4869,0
18556,18556,1654751887,20.184,48.03,1170,400,12919,19432,938.72,1.52,1.58,10.44,1.628,0.037,18556,1
23008,23008,1654756339,-21.889,47.75,1318,403,12974,19398,938.731,1.76,1.83,12.11,1.889,0.043,23008,1
58155,58155,1655125577,-9.275,46.78,56,400,12789,20671,937.458,2.0,2.08,13.79,2.15,0.049,1269,0
18892,18892,1654752223,20.749,53.55,1134,403,12916,19446,938.696,1.5,1.55,10.3,1.606,0.036,18892,1
18945,18945,1654752276,20.78,52.97,1191,404,12911,19430,938.712,1.45,1.51,9.97,1.555,0.035,18945,1
25692,25692,1654762041,14.66,51.47,11,400,12914,19858,939.79,0.12,0.13,0.83,0.13,0.003,698,0
1577,1577,1654734908,25.57,54.73,25,400,13115,20004,939.652,0.65,0.67,4.46,0.696,0.016,1577,0
21529,21529,1654754860,-5.753,53.45,1362,416,12950,19389,938.724,1.63,1.69,11.2,1.746,0.039,21529,1
27973,27973,1654764322,19.1,48.11,180,400,13134,19987,939.651,0.91,0.94,6.25,0.975,0.022,2979,0
59155,59155,1655126577,-3.57,41.43,113,400,12794,20615,937.31,1.66,1.72,11.41,1.779,0.04,2269,0
21183,21183,1654754514,-0.013,52.29,1299,400,12961,19405,938.692,2.1,2.19,14.48,2.258,0.051,21183,1
17125,17125,1654750456,14.69,47.41,1115,400,12903,19446,938.79,1.73,1.8,11.9,1.855,0.042,17125,1
60139,60139,1655127561,16.951,48.82,202,431,12766,20521,937.385,1.77,1.84,12.17,1.898,0.043,3253,0
3096,3096,1654736427,10.405,46.3,187,400,13140,19990,939.649,0.75,0.78,5.19,0.809,0.018,3096,0
59075,59075,1655126497,-4.787,43.6,127,400,12793,20590,937.33,1.69,1.75,11.62,1.812,0.041,2189,0
62395,62395,1655129817,-14.637,13.4,1791,400,13661,20216,936.675,0.99,1.03,6.84,1.067,0.024,5509,0
22051,22051,1654755382,-13.688,47.53,1421,431,12949,19373,938.734,1.93,2.01,13.32,2.077,0.047,22051,1
16816,16816,1654750147,13.67,47.92,1126,400,12896,19454,938.764,1.48,1.53,10.16,1.584,0.036,16816,1
26142,26142,1654762491,16.47,50.69,14,400,13064,19955,939.752,0.38,0.39,2.6,0.406,0.009,1148,0
59122,59122,1655126544,-4.182,47.99,151,408,12781,20567,937.332,1.93,2.01,13.32,2.077,0.047,2236,0
22211,22211,1654755542,-15.769,48.95,1346,400,12962,19392,938.697,1.91,1.99,13.17,2.054,0.046,22211,1
10531,10531,1654743862,1.357,49.89,923,665,12792,19504,939.104,2.37,2.46,16.31,2.543,0.057,10531,1
60974,60974,1655128396,17.386,56.31,3373,400,13231,19769,936.943,0.47,0.49,3.23,0.503,0.011,4088,0
5351,5351,1654738682,-9.197,49.83,7,400,13270,20229,939.716,2.56,2.66,17.6,2.745,0.062,5351,1
57500,57500,1655124922,15.57,46.43,78,400,12824,20688,937.518,2.31,2.4,15.93,2.484,0.056,614,0
7001,7001,1654740332,-5.324,54.92,239,400,13127,20025,939.578,0.47,0.48,3.21,0.5,0.011,7001,1
59930,59930,1655127352,20.533,42.51,186,428,12768,20529,937.341,1.79,1.86,12.33,1.922,0.043,3044,0
6353,6353,1654739684,-7.543,55.49,187,400,13155,20073,939.631,0.81,0.84,5.56,0.866,0.02,6353,1
5550,5550,1654738881,-9.269,48.61,43,400,13248,20216,939.728,2.61,2.71,17.97,2.803,0.063,5550,1
51702,51702,1654712747,26.35,46.57,67,400,12824,20698,937.486,2.03,2.11,13.95,2.175,0.049,560,0
20591,20591,1654753922,9.412,47.76,967,400,13019,19488,938.719,2.28,2.37,15.71,2.45,0.055,20591,1
13159,13159,1654746490,20.69,47.28,1149,531,12839,19454,938.904,1.77,1.84,12.18,1.899,0.043,13159,1
181,181,1654733512,22.392,51.95,4,413,12591,19675,939.809,0.0,0.0,0.0,0.0,0.0,181,0
7004,7004,1654740335,-5.315,55.38,235,400,13137,20027,939.559,0.48,0.5,3.3,0.514,0.012,7004,1
17647,17647,1654750978,16.77,49.71,1061,400,12906,19464,938.716,1.63,1.7,11.25,1.754,0.04,17647,1
58544,58544,1655125966,-4.731,41.65,86,400,12789,20636,937.406,1.88,1.96,12.95,2.02,0.046,1658,0
22325,22325,1654755656,-17.111,50.98,1344,400,12972,19396,938.726,2.1,2.18,14.43,2.25,0.051,22325,1
22343,22343,1654755674,-17.311,47.83,1366,408,12964,19390,938.717,1.91,1.99,13.16,2.053,0.046,22343,1
61278,61278,1655128700,20.756,27.55,13372,503,12756,19110,936.883,0.7,0.72,4.79,0.747,0.017,4392,0
52763,52763,1654713808,26.39,46.0,102,415,12776,20616,937.441,1.69,1.76,11.65,1.817,0.041,1621,0
22348,22348,1654755679,-17.366,47.66,1352,400,12968,19397,938.74,1.97,2.04,13.54,2.111,0.048,22348,1
17714,17714,1654751045,17.057,48.24,1105,400,12907,19455,938.7,1.72,1.79,11.83,1.845,0.042,17714,1
50886,50886,1654903903,37.68,14.63,0,1361,12862,20648,930.919,0.93,0.97,6.4,0.998,0.023,898,1
19420,19420,1654752751,20.164,52.31,1193,400,12925,19428,938.682,1.87,1.94,12.85,2.004,0.045,19420,1
14914,14914,1654748245,13.485,49.34,1195,481,12850,19431,938.82,1.92,1.99,13.2,2.058,0.046,14914,1
13328,13328,1654746659,20.348,48.81,1118,527,12836,19444,938.894,1.74,1.81,11.99,1.87,0.042,13328,1
2438,2438,1654735769,18.229,47.45,18,400,13210,20137,939.624,1.1,1.14,7.55,1.177,0.027,2438,0
54946,54946,1654715991,26.26,43.56,0,400,13505,21360,937.41,1.83,1.9,12.56,1.959,0.044,3804,0
52373,52373,1654713418,28.56,42.3,77,400,12792,20665,937.491,2.11,2.19,14.51,2.263,0.051,1231,0
60503,60503,1655127925,12.0,44.81,0,400,13269,21191,937.418,1.75,1.82,12.07,1.882,0.043,3617,0
17968,17968,1654751299,18.137,47.35,1145,406,12910,19440,938.714,1.49,1.55,10.28,1.603,0.036,17968,1
834,834,1654734165,26.886,51.51,27,400,12961,19881,939.793,0.14,0.15,0.99,0.154,0.003,834,0
5001,5001,1654738332,-8.333,48.54,41,400,13240,20171,939.691,2.5,2.6,17.22,2.685,0.061,5001,1
14486,14486,1654747817,15.321,47.01,1180,475,12856,19438,938.922,2.06,2.14,14.19,2.212,0.05,14486,1
16935,16935,1654750266,14.041,48.04,1149,401,12894,19446,938.761,1.54,1.6,10.6,1.652,0.037,16935,1
54549,54549,1654715594,28.59,40.52,0,400,13013,20735,937.426,2.02,2.1,13.91,2.17,0.049,3407,0
17983,17983,1654751314,18.199,52.65,1163,400,12905,19440,938.718,1.52,1.58,10.48,1.634,0.037,17983,1
13358,13358,1654746689,20.27,51.05,1141,534,12835,19432,938.899,2.09,2.18,14.42,2.248,0.051,13358,1
17202,17202,1654750533,14.972,52.47,1151,409,12886,19427,938.772,1.43,1.48,9.82,1.531,0.035,17202,1
2229,2229,1654735560,20.417,53.66,6,400,13195,20120,939.62,0.79,0.83,5.47,0.853,0.019,2229,0
62355,62355,1655129777,-17.477,13.0,2850,400,13533,19950,936.695,0.71,0.74,4.92,0.767,0.017,5469,0
26416,26416,1654762765,17.35,51.39,6,400,13109,20009,939.696,0.72,0.75,4.95,0.772,0.017,1422,0
11591,11591,1654744922,12.834,48.5,1036,606,12815,19470,939.056,1.91,1.98,13.15,2.051,0.046,11591,1
61928,61928,1655129350,-12.162,24.98,60000,18021,10983,15963,936.81,8559.78,15362.15,42660.3,16923.43,6486.75,5042,0
59166,59166,1655126588,-3.328,46.07,138,410,12783,20584,937.32,1.86,1.93,12.8,1.995,0.045,2280,0
4267,4267,1654737598,-3.188,51.22,83,400,13247,20125,939.673,1.98,2.06,13.63,2.125,0.048,4267,1
62336,62336,1655129758,-18.566,12.44,3493,400,13467,19791,936.699,0.66,0.69,4.57,0.713,0.016,5450,0
23090,23090,1654756421,-21.999,53.73,1366,408,12967,19383,938.716,2.13,2.21,14.63,2.281,0.052,23090,1
12607,12607,1654745938,20.353,49.21,1073,544,12838,19464,938.979,1.96,2.04,13.49,2.103,0.048,12607,1
16701,16701,1654750032,13.342,47.61,1080,400,12900,19460,938.764,2.02,2.1,13.92,2.171,0.049,16701,1
17705,17705,1654751036,17.018,50.67,1096,400,12912,19456,938.708,1.79,1.86,12.3,1.919,0.043,17705,1
55627,55627,1654716672,52.75,21.41,25726,672,12670,18849,936.886,0.74,0.77,5.12,0.798,0.018,4485,0
50859,50859,1654903876,35.57,16.12,102,2514,12604,20496,930.901,1.11,1.15,7.62,1.188,0.027,871,1
23619,23619,1654756950,-19.659,52.37,1383,400,12975,19380,938.713,1.5,1.56,10.32,1.609,0.036,23619,1
55042,55042,1654716087,24.85,42.2,0,400,13462,21281,937.035,1.59,1.65,10.93,1.705,0.039,3900,0
604,604,1654733935,25.99,53.94,28,400,12842,19814,939.842,0.16,0.18,1.11,0.186,0.012,604,0
53980,53980,1654715025,25.77,48.97,178,427,12767,20540,937.429,1.34,1.39,9.21,1.437,0.032,2838,0
23026,23026,1654756357,-21.923,53.38,1348,408,12969,19396,938.708,1.86,1.94,12.83,2.001,0.045,23026,1
54697,54697,1654715742,25.34,44.62,0,400,13228,21193,937.48,1.95,2.03,13.42,2.092,0.047,3555,0
7679,7679,1654741010,-4.089,50.16,300,400,13110,19967,939.455,0.41,0.43,2.82,0.44,0.01,7679,1
6889,6889,1654740220,-5.681,55.81,232,400,13137,20040,939.594,0.47,0.49,3.24,0.505,0.011,6889,1
4720,4720,1654738051,-6.853,51.89,60,400,13237,20158,939.651,2.25,2.34,15.48,2.414,0.055,4720,1
12012,12012,1654745343,16.85,48.19,1074,578,12821,19468,939.036,2.02,2.09,13.87,2.163,0.049,12012,1
903,903,1654734234,27.023,56.16,3,400,12998,19915,939.762,0.17,0.18,1.16,0.181,0.004,903,0
59868,59868,1655127290,20.849,42.52,173,424,12772,20547,937.356,1.77,1.83,12.15,1.895,0.043,2982,0
54505,54505,1654715550,26.22,47.74,208,433,12765,20501,937.453,1.67,1.74,11.5,1.793,0.04,3363,0
15231,15231,1654748562,12.573,53.05,1120,445,12871,19448,938.832,2.16,2.24,14.85,2.316,0.052,15231,1
55770,55770,1654716815,52.46,13.58,3757,400,13075,19725,936.828,1.2,1.25,8.28,1.292,0.029,4628,0
22049,22049,1654755380,-13.661,47.63,1366,400,12966,19396,938.721,1.99,2.07,13.69,2.135,0.048,22049,1
4321,4321,1654737652,-3.695,53.93,117,400,13225,20098,939.654,2.42,2.51,16.63,2.594,0.059,4321,1
797,797,1654734128,26.788,57.36,0,400,12956,19898,939.784,0.14,0.14,0.95,0.149,0.003,797,0
28023,28023,1654764372,21.28,45.15,173,400,13151,20001,939.671,0.84,0.88,5.8,0.905,0.02,3029,0
5684,5684,1654739015,-9.176,54.46,57,400,13240,20200,939.72,2.11,2.19,14.51,2.262,0.051,5684,1
17171,17171,1654750502,14.857,48.57,1138,401,12898,19447,938.798,1.27,1.32,8.72,1.361,0.031,17171,1
249,249,1654733580,23.153,49.85,12,400,12630,19698,939.791,0.1,0.18,0.5,0.195,0.074,249,0
51099,51099,1654904116,31.22,19.06,0,400,13329,21007,930.915,1.12,1.17,7.72,1.204,0.027,1111,1
60380,60380,1655127802,12.63,45.95,0,400,13078,20859,937.47,2.02,2.1,13.9,2.168,0.049,3494,0
5379,5379,1654738710,-9.224,52.97,18,400,13248,20214,939.756,2.21,2.3,15.23,2.376,0.054,5379,1
60958,60958,1655128380,17.087,50.97,3145,400,13267,19825,936.967,0.48,0.5,3.29,0.513,0.012,4072,0
22852,22852,1654756183,-21.374,53.81,1408,422,12962,19372,938.728,1.79,1.86,12.35,1.926,0.044,22852,1
14989,14989,1654748320,13.228,53.03,1073,447,12870,19455,938.813,1.7,1.77,11.71,1.826,0.041,14989,1
52269,52269,1654713314,29.12,40.79,108,400,12786,20636,937.49,1.59,1.65,10.93,1.704,0.038,1127,0
54881,54881,1654715926,24.43,44.86,0,400,13423,21241,937.388,2.17,2.25,14.92,2.327,0.053,3739,0
57562,57562,1655124984,12.316,46.63,82,465,12778,20672,937.497,2.27,2.36,15.64,2.438,0.055,676,0
3420,3420,1654736751,6.363,61.33,297,400,13126,19910,939.673,1.58,1.64,10.86,1.693,0.038,3420,1
52013,52013,1654713058,28.75,41.96,76,400,12792,20673,937.542,2.05,2.13,14.14,2.205,0.05,871,0
57223,57223,1655124645,26.119,40.25,58,400,12835,20727,937.577,2.02,2.1,13.93,2.173,0.049,337,0
13224,13224,1654746555,20.579,47.11,1138,530,12842,19447,938.879,2.02,2.1,13.91,2.168,0.049,13224,1
17700,17700,1654751031,16.997,53.91,1140,400,12904,19441,938.718,1.66,1.73,11.44,1.784,0.04,17700,1
3168,3168,1654736499,9.506,50.3,202,400,13141,19973,939.634,0.82,0.86,5.67,0.884,0.02,3168,0
16598,16598,1654749929,13.074,51.55,1107,401,12888,19447,938.744,1.81,1.88,12.48,1.946,0.044,16598,1
17354,17354,1654750685,15.556,48.17,1143,400,12904,19440,938.763,1.77,1.84,12.18,1.899,0.043,17354,1
14056,14056,1654747387,17.45,47.7,1061,483,12858,19461,938.912,1.85,1.92,12.74,1.986,0.045,14056,1
54801,54801,1654715846,25.43,42.34,0,400,13350,21193,937.45,1.68,1.75,11.57,1.803,0.041,3659,0
27188,27188,1654763537,19.75,48.36,0,400,13198,20128,939.622,0.96,1.0,6.61,1.03,0.023,2194,0
55003,55003,1654716048,24.4,46.64,72,400,13206,21081,937.056,1.98,2.06,13.62,2.124,0.048,3861,0
15113,15113,1654748444,12.86,53.32,1073,434,12873,19468,938.811,1.72,1.79,11.86,1.849,0.042,15113,1
18041,18041,1654751372,18.436,52.31,1176,409,12906,19433,938.702,1.97,2.05,13.56,2.114,0.048,18041,1
20139,20139,1654753470,15.235,52.19,1210,400,12959,19424,938.744,1.6,1.66,11.01,1.717,0.039,20139,1
22739,22739,1654756070,-20.768,54.14,1346,403,12971,19396,938.744,1.83,1.9,12.56,1.959,0.044,22739,1
52987,52987,1654714032,28.82,41.36,134,400,12786,20587,937.428,1.58,1.64,10.88,1.697,0.038,1845,0
2910,2910,1654736241,12.708,45.49,144,400,13161,20023,939.633,1.25,1.3,8.62,1.343,0.03,2910,0
53654,53654,1654714699,28.91,41.86,150,422,12773,20563,937.318,1.91,1.98,13.12,2.045,0.046,2512,0
15846,15846,1654749177,12.005,49.95,1118,404,12886,19448,938.797,1.8,1.87,12.39,1.933,0.044,15846,1
61342,61342,1655128764,20.25,23.08,18433,620,12705,18967,936.865,0.85,0.88,5.83,0.908,0.021,4456,0
58635,58635,1655126057,-4.118,47.19,107,409,12778,20626,937.392,1.74,1.81,12.0,1.871,0.042,1749,0
52655,52655,1654713700,25.98,47.27,117,412,12779,20606,937.407,1.79,1.86,12.29,1.917,0.043,1513,0
18176,18176,1654751507,18.966,53.66,1134,406,12916,19449,938.7,1.46,1.52,10.06,1.568,0.035,18176,1
84,84,1654733415,21.177,49.21,15,420,12536,19622,939.787,0.02,0.06,0.01,0.07,0.043,84,0
22410,22410,1654755741,-18.027,47.58,1356,404,12972,19396,938.739,2.06,2.14,14.16,2.208,0.05,22410,1
19612,19612,1654752943,19.377,53.6,1205,400,12927,19432,938.716,1.73,1.8,11.9,1.856,0.042,19612,1
5999,5999,1654739330,-8.6,55.79,134,400,13191,20135,939.652,1.5,1.56,10.35,1.614,0.036,5999,1
55333,55333,1654716378,40.33,37.27,8222,400,12976,19435,936.867,0.49,0.5,3.34,0.521,0.012,4191,0
18821,18821,1654752152,20.68,52.42,1251,413,12912,19420,938.688,1.57,1.63,10.81,1.686,0.038,18821,1
11975,11975,1654745306,16.536,49.91,1155,609,12812,19447,939.047,2.04,2.12,14.06,2.192,0.05,11975,1
59939,59939,1655127361,20.448,42.19,209,477,12751,20513,937.357,1.46,1.51,10.03,1.564,0.035,3053,0
23104,23104,1654756435,-22.006,51.76,1310,400,12980,19403,938.723,1.9,1.98,13.11,2.044,0.046,23104,1
60493,60493,1655127915,12.009,43.8,0,400,13305,21269,937.409,1.66,1.72,11.4,1.777,0.04,3607,0
15926,15926,1654749257,12.035,47.34,1145,410,12879,19448,938.76,1.71,1.78,11.79,1.838,0.042,15926,1
52639,52639,1654713684,26.71,44.32,98,414,12771,20633,937.434,2.19,2.27,15.06,2.348,0.053,1497,0
57460,57460,1655124882,17.566,40.99,54,400,12832,20707,937.488,1.77,1.84,12.2,1.903,0.043,574,0
22628,22628,1654755959,-19.997,49.69,1312,400,12968,19401,938.761,1.92,1.99,13.2,2.059,0.046,22628,1
60831,60831,1655128253,14.847,62.59,635,400,13188,20517,937.092,1.02,1.06,7.01,1.094,0.025,3945,0
17178,17178,1654750509,14.883,47.81,1164,406,12893,19432,938.777,1.71,1.78,11.79,1.838,0.042,17178,1
19372,19372,1654752703,20.308,53.49,1220,400,12920,19422,938.685,1.83,1.9,12.59,1.963,0.044,19372,1
56763,56763,1654717808,50.57,13.76,1187,400,13683,20377,936.7,0.73,0.76,5.01,0.782,0.018,5621,0
13657,13657,1654746988,19.259,50.84,1063,506,12840,19454,938.874,2.01,2.09,13.85,2.16,0.049,13657,1
62441,62441,1655129863,-10.399,12.73,1990,400,13598,20164,936.686,0.75,0.78,5.16,0.804,0.018,5555,0
25867,25867,1654762216,15.32,51.31,1,400,12993,19918,939.713,0.23,0.24,1.62,0.252,0.006,873,0
61540,61540,1655128962,13.926,14.12,852,400,13323,20411,936.845,1.01,1.04,6.92,1.079,0.024,4654,0
6711,6711,1654740042,-6.289,55.78,225,400,13139,20054,939.599,0.65,0.67,4.44,0.693,0.016,6711,1
57800,57800,1655125222,-0.215,46.81,88,410,12779,20655,937.55,2.09,2.17,14.4,2.246,0.051,914,0
62147,62147,1655129569,-21.556,11.3,60000,4899,11673,17164,936.75,632.22,787.48,4023.14,834.758,142.119,5261,0
17376,17376,1654750707,15.643,50.78,1262,410,12894,19426,938.738,1.77,1.84,12.17,1.898,0.043,17376,1
52472,52472,1654713517,26.13,46.91,63,400,12786,20668,937.464,2.25,2.34,15.52,2.42,0.055,1330,0
51449,51449,1654712494,26.91,45.19,41,414,12831,20733,937.559,2.15,2.23,14.8,2.307,0.052,307,0
5485,5485,1654738816,-9.275,48.63,16,400,13258,20214,939.73,2.41,2.5,16.57,2.584,0.058,5485,1
16846,16846,1654750177,13.761,53.03,1157,413,12891,19443,938.746,1.66,1.73,11.45,1.786,0.04,16846,1
14359,14359,1654747690,15.942,47.38,1130,461,12860,19447,938.906,2.08,2.16,14.29,2.228,0.05,14359,1
1258,1258,1654734589,26.845,49.6,3,400,13080,19962,939.712,0.47,0.49,3.25,0.506,0.011,1258,0
2448,2448,1654735779,18.12,47.48,31,400,13205,20133,939.637,1.11,1.15,7.63,1.19,0.027,2448,0
20788,20788,1654754119,6.423,47.07,1245,400,12961,19418,938.682,2.0,2.08,13.79,2.151,0.049,20788,1
52913,52913,1654713958,28.39,42.76,87,400,12793,20641,937.375,1.91,1.99,13.17,2.054,0.046,1771,0
56560,56560,1654717605,56.43,11.77,5386,400,13390,19662,936.672,0.74,0.76,5.07,0.79,0.018,5418,0
19783,19783,1654753114,18.37,52.82,1245,410,12919,19417,938.698,1.75,1.82,12.03,1.875,0.042,19783,1
56295,56295,1654717340,55.94,18.87,60000,8308,11452,16200,936.798,12833.45,38900.05,24090.66,44350.516,25128.328,5153,0
56812,56812,1654717857,48.15,14.82,689,400,13738,20507,936.685,0.64,0.66,4.4,0.686,0.016,5670,0
6728,6728,1654740059,-6.229,51.32,203,400,13154,20066,939.592,0.61,0.64,4.23,0.66,0.015,6728,1
16599,16599,1654749930,13.076,51.81,1164,404,12885,19447,938.741,1.8,1.87,12.36,1.928,0.044,16599,1
59635,59635,1655127057,16.436,42.12,149,411,12782,20575,937.352,1.96,2.04,13.51,2.106,0.048,2749,0
52154,52154,1654713199,29.24,40.46,60,400,12791,20682,937.525,2.07,2.15,14.23,2.219,0.05,1012,0
55850,55850,1654716895,46.28,15.98,73,400,13561,21090,936.836,1.32,1.37,9.08,1.417,0.032,4708,0
50674,50674,1654903691,38.13,15.14,431,4076,12401,20021,930.874,2.03,2.11,13.99,2.181,0.049,686,1
13031,13031,1654746362,20.826,48.12,1088,532,12836,19456,938.924,1.89,1.97,13.03,2.032,0.046,13031,1
23014,23014,1654756345,-21.901,50.06,1381,413,12962,19375,938.719,1.94,2.02,13.38,2.086,0.047,23014,1
14067,14067,1654747398,17.396,47.08,1107,486,12859,19458,938.911,1.76,1.83,12.13,1.892,0.043,14067,1
51684,51684,1654712729,26.85,45.02,110,416,12818,20647,937.479,2.2,2.29,15.15,2.362,0.053,542,0
51329,51329,1654712374,27.04,44.68,39,433,12842,20744,937.575,1.88,1.95,12.92,2.015,0.046,187,0
23362,23362,1654756693,-21.495,48.0,1358,403,12972,19387,938.698,1.91,1.98,13.14,2.049,0.046,23362,1
15563,15563,1654748894,12.083,47.39,1107,420,12876,19452,938.828,1.96,2.03,13.46,2.099,0.047,15563,1
19594,19594,1654752925,19.466,49.84,1285,414,12910,19413,938.706,1.25,1.3,8.58,1.338,0.03,19594,1
